,key_0,Name,voltage,Site Code,Site Name,Voltage (kV),Region
1115,STOB,STOB41,400.0,STOB,STOKE BARDOLPH,400.0,nget
1116,ABNE,ABNE3-,33.0,ABNE,ABERNETHY,33,shet
1117,ABNE,ABNE3-,33.0,ABNE,ABERNETHY,132,shet
1118,OSBA,OSBA41,400.0,OSBA,OSBALDWICK,132.0,nget
1119,OSBA,OSBA41,400.0,OSBA,OSBALDWICK,400.0,nget
1120,CLYM,CLYM3B,33.0,CLYM,CLYDE'S MILL,400,spt_
1121,CLYM,CLYM3B,33.0,CLYM,CLYDE'S MILL,275,spt_
1122,CLYM,CLYM3B,33.0,CLYM,CLYDE'S MILL,33,spt_
1123,FINS,FINS2C,275.0,FINS,Orkney Finstown,33,shet
1124,FINS,FINS2C,275.0,FINS,Orkney Finstown,132,shet
1125,FINS,FINS2C,275.0,FINS,Orkney Finstown,220,shet
1126,USKM,USKM11,132.0,USKM,USKMOUTH,132.0,nget
1127,USKM,USKM11,132.0,USKM,USKMOUTH,275.0,nget
1128,EASO,EASO4B,400.0,EASO,EATON SOCON,132.0,nget
1129,EASO,EASO4B,400.0,EASO,EATON SOCON,400.0,nget
1130,LAIR,LAIR1C,132.0,LAIR,LAIRG,33,shet
1131,LAIR,LAIR1C,132.0,LAIR,LAIRG,132,shet
1132,CNBH,CNBH1A,132.0,CNBH,CNOC BUIDHE,33,shet
1133,CNBH,CNBH1A,132.0,CNBH,CNOC BUIDHE,132,shet
1134,STHA,STHA2A,275.0,STHA,STRATHAVEN,400,spt_
1135,STHA,STHA2A,275.0,STHA,STRATHAVEN,275,spt_
1136,STHA,STHA2A,275.0,STHA,STRATHAVEN,33,spt_
1137,BOTW,BOTW11,132.0,BOTW,BOTLEY WOOD,132.0,nget
1138,BOTW,BOTW11,132.0,BOTW,BOTLEY WOOD,400.0,nget
1139,ELGI,ELGI1Q,132.0,ELGI,ELGIN,33,shet
1140,ELGI,ELGI1Q,132.0,ELGI,ELGIN,132,shet
1141,CURR,CURR2-,275.0,CURR,CURRIE,400,spt_
1142,CURR,CURR2-,275.0,CURR,CURRIE,275,spt_
1143,CURR,CURR2-,275.0,CURR,CURRIE,132,spt_
1144,CURR,CURR2-,275.0,CURR,CURRIE,33,spt_
1145,CURR,CURR2-,275.0,CURR,CURRIE,11,spt_
1146,ALVE,ALVE11,132.0,ALVE,ALVERDISCOTT,132.0,nget
1147,ALVE,ALVE11,132.0,ALVE,ALVERDISCOTT,400.0,nget
1148,SPEN,SPEN41,400.0,SPEN,SPENNYMOOR,132.0,nget
1149,SPEN,SPEN41,400.0,SPEN,SPENNYMOOR,400.0,nget
1150,NORM,NORM1A,132.0,NORM,NORWICH MAIN,132.0,nget
1151,NORM,NORM1A,132.0,NORM,NORWICH MAIN,400.0,nget
1152,ALST,ALST32,33.0,ALST,ALPHA STEEL,33.0,nget
1153,KINB,KINB2J,275.0,KINB,KINCARDINE BOUNDARY	,275,shet
1154,KINB,KINB2J,275.0,KINB,KINCARDINE BOUNDARY	,400,shet
1155,KINB,KINB2J,275.0,KINB,KINCARDINE BORDER NODE,400,spt_
1156,BRWA,BRWA11,132.0,BRWA,BRIDGWATER,132.0,nget
1157,BRWA,BRWA11,132.0,BRWA,BRIDGWATER,275.0,nget
1158,BRWA,BRWA11,132.0,BRWA,BRIDGWATER,400.0,nget
1159,TINP,TINP31,33.0,TINP,TINSLEY PARK,33.0,nget
1160,TINP,TINP31,33.0,TINP,TINSLEY PARK,275.0,nget
1161,REDM,REDM3-,33.0,REDM,REDMOSS,33,shet
1162,REDM,REDM3-,33.0,REDM,REDMOSS,132,shet
1163,KINN,KINN2B,275.0,KINN,KINCARDINE NORTH,400,spt_
1164,KINN,KINN2B,275.0,KINN,KINCARDINE NORTH,275,spt_
1165,COCK,COCK4Q,400.0,COCK,COCKENZIE,400,spt_
1166,COCK,COCK4Q,400.0,COCK,COCKENZIE,275,spt_
1167,COCK,COCK4Q,400.0,COCK,COCKENZIE,33,spt_
1168,NORT,NORT11,132.0,NORT,NORTON,132.0,nget
1169,NORT,NORT11,132.0,NORT,NORTON,275.0,nget
1170,NORT,NORT11,132.0,NORT,NORTON,400.0,nget
1171,MILW,MILW3-,33.0,MILW,MILLENIUM WIND,33,shet
1172,MILW,MILW3-,33.0,MILW,MILLENIUM WIND,132,shet
1173,TELR,TELR1Q,132.0,TELR,TELFORD ROAD,132,spt_
1174,TELR,TELR1Q,132.0,TELR,TELFORD ROAD,33,spt_
1175,KIRK,KIRK21,275.0,KIRK,KIRKSTALL,132.0,nget
1176,KIRK,KIRK21,275.0,KIRK,KIRKSTALL,275.0,nget
1177,HARK,HARK23,275.0,HARK,HARKER,132.0,nget
1178,HARK,HARK23,275.0,HARK,HARKER,275.0,nget
1179,HARK,HARK23,275.0,HARK,HARKER,400.0,nget
1180,BENR,BENR41,400.0,BENR,BENGEWORTH ROAD,132.0,nget
1181,BENR,BENR41,400.0,BENR,BENGEWORTH ROAD,400.0,nget
1182,COAN,COAN4-,400.0,COAN,COALBURN NORTH,400,spt_
1183,EDIN,EDIN1A,132.0,EDIN,EDINBANE 132/33KV,33,shet
1184,EDIN,EDIN1A,132.0,EDIN,EDINBANE 132/33KV,132,shet
1185,BROX,BROX3-,33.0,BROX,BROXBURN,132,spt_
1186,BROX,BROX3-,33.0,BROX,BROXBURN,33,spt_
1187,BEAU,BEAU1J,132.0,BEAU,BEAULY,33,shet
1188,BEAU,BEAU1J,132.0,BEAU,BEAULY,132,shet
1189,BEAU,BEAU1J,132.0,BEAU,BEAULY,275,shet
1190,BEAU,BEAU1J,132.0,BEAU,BEAULY,400,shet
1191,TEAL,TEAL4K,400.0,TEAL,TEALING,33,shet
1192,TEAL,TEAL4K,400.0,TEAL,TEALING,132,shet
1193,TEAL,TEAL4K,400.0,TEAL,TEALING,275,shet
1194,TEAL,TEAL4K,400.0,TEAL,TEALING,400,shet
1195,GLLU,GLLU3-,33.0,GLLU,GLENLUCE,132,spt_
1196,GLLU,GLLU3-,33.0,GLLU,GLENLUCE,33,spt_
1197,ENDE,ENDE11,132.0,ENDE,ENDERBY,132.0,nget
1198,ENDE,ENDE11,132.0,ENDE,ENDERBY,400.0,nget
1199,WAAO,WAAO1A,132.0,WAAO,WALNEY 1 ONSHORE,132,ofto
1200,WMEL,WMEL11,132.0,WMEL,WEST MELTON,132.0,nget
1201,WMEL,WMEL11,132.0,WMEL,WEST MELTON,275.0,nget
1202,EDIN,EDIN3-,33.0,EDIN,EDINBANE 132/33KV,33,shet
1203,EDIN,EDIN3-,33.0,EDIN,EDINBANE 132/33KV,132,shet
1204,LOFI,LOFI4B,400.0,LOFI,LONGFIELD,400.0,nget
1205,MIDM,MIDM1-,132.0,MIDM,MIDDLE MUIR,132,spt_
1206,MIDM,MIDM1-,132.0,MIDM,MIDDLE MUIR,33,spt_
1207,MILL,MILL4B,400.0,MILL,MILLBROOK,400.0,nget
1208,TILB,TILB41,400.0,TILB,TILBURY,132.0,nget
1209,TILB,TILB41,400.0,TILB,TILBURY,275.0,nget
1210,TILB,TILB41,400.0,TILB,TILBURY,400.0,nget
1211,WLEE,WLEE2-,275.0,WLEE,WHITELEE,275,spt_
1212,WLEE,WLEE2-,275.0,WLEE,WHITELEE,33,spt_
1213,PENN,PENN11,132.0,PENN,PENN,132.0,nget
1214,PENN,PENN11,132.0,PENN,PENN,275.0,nget
1215,PENN,PENN11,132.0,PENN,PENN,400.0,nget
1216,DUNE,DUNE1-,132.0,DUNE,DUNLAW EXTENSION,132,spt_
1217,DUNE,DUNE1-,132.0,DUNE,DUNLAW EXTENSION,33,spt_
1218,SMEA,SMEA4Q,400.0,SMEA,SMEATON,400,spt_
1219,SMEA,SMEA4Q,400.0,SMEA,SMEATON,275,spt_
1220,SMEA,SMEA4Q,400.0,SMEA,SMEATON,132,spt_
1221,SMEA,SMEA4Q,400.0,SMEA,SMEATON,33,spt_
1222,TADT,TADT2B,275.0,TADT,TADCASTER TEE,275.0,nget
1223,HUMW,HUMW11,132.0,HUMW,HUMBER GATEWAY OFFSHORE,132,ofto
1224,HUMW,HUMW11,132.0,HUMW,HUMBER GATEWAY OFFSHORE,33,ofto
1225,LHOR,LHOR4B,400.0,LHOR,LITTLE HORSTED,132.0,nget
1226,LHOR,LHOR4B,400.0,LHOR,LITTLE HORSTED,400.0,nget
1227,BIRK,BIRK11,132.0,BIRK,BIRKENHEAD,132.0,nget
1228,BIRK,BIRK11,132.0,BIRK,BIRKENHEAD,275.0,nget
1229,CRYR,CRYR32,33.0,CRYR,CRYSTAL RIG,400,spt_
1230,CRYR,CRYR32,33.0,CRYR,CRYSTAL RIG,132,spt_
1231,CRYR,CRYR32,33.0,CRYR,CRYSTAL RIG,33,spt_
1232,CLAY,CLAY1Q,132.0,CLAY,CLAYHILLS,33,shet
1233,CLAY,CLAY1Q,132.0,CLAY,CLAYHILLS,132,shet
1234,YELL,YELL1N,132.0,YELL,SOUTH YELL SWITCHING STATION,132,shet
1235,WTHU,WTHU4D,400.0,WTHU,WEST THURROCK,33.0,nget
1236,WTHU,WTHU4D,400.0,WTHU,WEST THURROCK,400.0,nget
1237,ENDE,ENDE41,400.0,ENDE,ENDERBY,132.0,nget
1238,ENDE,ENDE41,400.0,ENDE,ENDERBY,400.0,nget
1239,CHTE,CHTE41,400.0,CHTE,CHESTERFIELD,132.0,nget
1240,CHTE,CHTE41,400.0,CHTE,CHESTERFIELD,275.0,nget
1241,CHTE,CHTE41,400.0,CHTE,CHESTERFIELD,400.0,nget
1242,CANT,CANT14,132.0,CANT,CANTERBURY,132.0,nget
1243,CANT,CANT14,132.0,CANT,CANTERBURY,400.0,nget
1244,VIKE,VIKE3J,33.0,VIKE,VIKING ENERGY WIND FARM,33,shet
1245,GRIF,GRIF36,33.0,GRIF,GRIFFIN WINDFARM (SSE),33,shet
1246,GRIF,GRIF36,33.0,GRIF,GRIFFIN WINDFARM (SSE),132,shet
1247,NEWX,NEWX62,66.0,NEWX,NEW CROSS,66.0,nget
1248,NEWX,NEWX62,66.0,NEWX,NEW CROSS,400.0,nget
1249,NEWX,NEWX62,66.0,NEWX,NEWCROSS,132.0,nget
1250,NEWX,NEWX62,66.0,NEWX,NEWCROSS,275.0,nget
1251,FWIL,FWIL1R,132.0,FWIL,FORT WILLIAM,33,shet
1252,FWIL,FWIL1R,132.0,FWIL,FORT WILLIAM,132,shet
1253,FARI,FARI1K,132.0,FARI,FARIGAIG,33,shet
1254,FARI,FARI1K,132.0,FARI,FARIGAIG,132,shet
1255,FARI,FARI1K,132.0,FARI,FARIGAIG,275,shet
1256,WHTB,WHTB1S,132.0,WHTB,WHISTLEFIELD BOUNDARY,132,spt_
1257,DORE,DORE31,33.0,DORE,DORENELL WIND FARM,33,shet
1258,DORE,DORE31,33.0,DORE,DORENELL WIND FARM,132,shet
1259,DUNH,DUNH1T,132.0,DUNH,DUNHILL,132,spt_
1260,DUNH,DUNH1T,132.0,DUNH,DUNHILL,33,spt_
1261,CLFO,CLFO3-,33.0,CLFO,CLOICH FOREST,132,spt_
1262,CLFO,CLFO3-,33.0,CLFO,CLOICH FOREST,33,spt_
1263,LUNA,LUNA3-,33.0,LUNA,LUNANHEAD,33,shet
1264,LUNA,LUNA3-,33.0,LUNA,LUNANHEAD,132,shet
1265,KINB,KINB2K,275.0,KINB,KINCARDINE BOUNDARY	,275,shet
1266,KINB,KINB2K,275.0,KINB,KINCARDINE BOUNDARY	,400,shet
1267,KINB,KINB2K,275.0,KINB,KINCARDINE BORDER NODE,400,spt_
1268,STAL,STAL4A,400.0,STAL,STALYBRIDGE,132.0,nget
1269,STAL,STAL4A,400.0,STAL,STALYBRIDGE,275.0,nget
1270,STAL,STAL4A,400.0,STAL,STALYBRIDGE,400.0,nget
1271,WISD,WISD41,400.0,WISD,WILLESDEN,66.0,nget
1272,WISD,WISD41,400.0,WISD,WILLESDEN,132.0,nget
1273,WISD,WISD41,400.0,WISD,WILLESDEN,275.0,nget
1274,WISD,WISD41,400.0,WISD,WILLESDEN,400.0,nget
1275,TEAL,TEAL41,400.0,TEAL,TEALING,33,shet
1276,TEAL,TEAL41,400.0,TEAL,TEALING,132,shet
1277,TEAL,TEAL41,400.0,TEAL,TEALING,275,shet
1278,TEAL,TEAL41,400.0,TEAL,TEALING,400,shet
1279,HACK,HACK41,400.0,HACK,HACKNEY,66.0,nget
1280,HACK,HACK41,400.0,HACK,HACKNEY,132.0,nget
1281,HACK,HACK41,400.0,HACK,HACKNEY,275.0,nget
1282,HACK,HACK41,400.0,HACK,HACKNEY,400.0,nget
1283,BLHI,BLHI2J,275.0,BLHI,BLACKHILLOCK,33,shet
1284,BLHI,BLHI2J,275.0,BLHI,BLACKHILLOCK,132,shet
1285,BLHI,BLHI2J,275.0,BLHI,BLACKHILLOCK,275,shet
1286,BLHI,BLHI2J,275.0,BLHI,BLACKHILLOCK,400,shet
1287,FERR,FERR61,66.0,FERR,FERRYBRIDGE,66.0,nget
1288,FERR,FERR61,66.0,FERR,FERRYBRIDGE,132.0,nget
1289,FERR,FERR61,66.0,FERR,FERRYBRIDGE,275.0,nget
1290,FERR,FERR61,66.0,FERR,FERRYBRIDGE,400.0,nget
1291,MILH,MILH2A,275.0,MILH,MILLHILL,132.0,nget
1292,MILH,MILH2A,275.0,MILH,MILLHILL,275.0,nget
1293,CLYS,CLYS3A,33.0,CLYS,CLYDE SOUTH,275,spt_
1294,CLYS,CLYS3A,33.0,CLYS,CLYDE SOUTH,33,spt_
1295,OHLL,OHLL3-,33.0,OHLL,OVERHILL,132,spt_
1296,OHLL,OHLL3-,33.0,OHLL,OVERHILL,33,spt_
1297,MILS,MILS3J,33.0,MILS,MILLENNIUM SOUTH WINDFARM,33,shet
1298,MILS,MILS3J,33.0,MILS,MILLENNIUM SOUTH WINDFARM,132,shet
1299,DESA,DESA1Q,132.0,DESA,DERSALLOCH,132,spt_
1300,DESA,DESA1Q,132.0,DESA,DERSALLOCH,33,spt_
1301,HOWB,HOWB41,400.0,HOWB,HORNSEA TWO ONSHORE,400,ofto
1302,HOWB,HOWB41,400.0,HOWB,HORNSEA TWO ONSHORE,220,ofto
1303,SFEG,SFEG1S,132.0,SFEG,ST FERGUS GAS TERMINAL,132,shet
1304,LYND,LYND1R,132.0,LYND,LYNDHURST,33,shet
1305,LYND,LYND1R,132.0,LYND,LYNDHURST,132,shet
1306,BARK,BARK22,275.0,BARK,BARKING,132.0,nget
1307,BARK,BARK22,275.0,BARK,BARKING,275.0,nget
1308,BARK,BARK22,275.0,BARK,BARKING,400.0,nget
1309,QUER,QUER4A,400.0,QUER,QUERNMOOR TEE,400.0,nget
1310,EGGB,EGGB42,400.0,EGGB,EGGBOROUGH,400.0,nget
1311,FETT,FETT3S,33.0,FETT,FETTERESSO,33,shet
1312,FETT,FETT3S,33.0,FETT,FETTERESSO,132,shet
1313,FETT,FETT3S,33.0,FETT,FETTERESSO,275,shet
1314,FETT,FETT3S,33.0,FETT,FETTERESSO,400,shet
1315,REBR,REBR21,275.0,REBR,REDBRIDGE,33.0,nget
1316,REBR,REBR21,275.0,REBR,REDBRIDGE,275.0,nget
1317,DUNB,DUNB3A,33.0,DUNB,DUNBAR,132,spt_
1318,DUNB,DUNB3A,33.0,DUNB,DUNBAR,33,spt_
1319,GRUB,GRUB1Q,132.0,GRUB,GRUDIE BRIDGE,33,shet
1320,GRUB,GRUB1Q,132.0,GRUB,GRUDIE BRIDGE,132,shet
1321,FAUG,FAUG1R,132.0,FAUG,FORT AUGUSTUS,33,shet
1322,FAUG,FAUG1R,132.0,FAUG,FORT AUGUSTUS,132,shet
1323,FAUG,FAUG1R,132.0,FAUG,FORT AUGUSTUS,275,shet
1324,FAUG,FAUG1R,132.0,FAUG,FORT AUGUSTUS,400,shet
1325,CHMO,CHMO3-,33.0,CHMO,CHIRMORIE,132,spt_
1326,CHMO,CHMO3-,33.0,CHMO,CHIRMORIE,33,spt_
1327,ROCK,ROCK41,400.0,ROCK,ROCKSAVAGE,132.0,nget
1328,ROCK,ROCK41,400.0,ROCK,ROCKSAVAGE,400.0,nget
1329,CAFA,CAFA1Q,132.0,CAFA,CARSFAD,132,spt_
1330,CAFA,CAFA1Q,132.0,CAFA,CARSFAD,11,spt_
1331,GORW,GORW2-,275.0,GORW,GORDONBUSH WINDFARM,33,shet
1332,GORW,GORW2-,275.0,GORW,GORDONBUSH WINDFARM,275,shet
1333,LEVT,LEVT1Q,132.0,LEVT,LEVEN TEE,132,spt_
1334,GLUE,GLUE3A,33.0,GLUE,GLEN ULLINISH EXTENSION,33,shet
1335,GLUE,GLUE3A,33.0,GLUE,GLEN ULLINISH EXTENSION,132,shet
1336,HOWW,HOWW2F,275.0,HOWW,HORNSEA OFFSHORE,400,ofto
1337,HOWW,HOWW2F,275.0,HOWW,HORNSEA OFFSHORE,220,ofto
1338,HOWW,HOWW2F,275.0,HOWW,HORNSEA OFFSHORE,66,ofto
1339,HOWW,HOWW2F,275.0,HOWW,HORNSEA OFFSHORE,34,ofto
1340,HARM,HARM21,275.0,HARM,HARTMOOR,66.0,nget
1341,HARM,HARM21,275.0,HARM,HARTMOOR,275.0,nget
1342,SPIT,SPIT41,400.0,SPIT,SPITTAL,33,shet
1343,SPIT,SPIT41,400.0,SPIT,SPITTAL,132,shet
1344,SPIT,SPIT41,400.0,SPIT,SPITTAL,275,shet
1345,SPIT,SPIT41,400.0,SPIT,SPITTAL,400,shet
1346,PELH,PELH41,400.0,PELH,PELHAM,132.0,nget
1347,PELH,PELH41,400.0,PELH,PELHAM,400.0,nget
1348,LOCB,LOCB2J,275.0,LOCB,LOCH BUIDHE,33,shet
1349,LOCB,LOCB2J,275.0,LOCB,LOCH BUIDHE,132,shet
1350,LOCB,LOCB2J,275.0,LOCB,LOCH BUIDHE,275,shet
1351,LOCB,LOCB2J,275.0,LOCB,LOCH BUIDHE,400,shet
1352,MOFF,MOFF1A,132.0,MOFF,MOFFAT,400,spt_
1353,MOFF,MOFF1A,132.0,MOFF,MOFFAT,132,spt_
1354,MOFF,MOFF1A,132.0,MOFF,MOFFAT,33,spt_
1355,SHRE,SHRE4A,400.0,SHRE,SHREWSBURY,132.0,nget
1356,SHRE,SHRE4A,400.0,SHRE,SHREWSBURY,400.0,nget
1357,ROWD,ROWD42,400.0,ROWD,ROWDOWN,400.0,nget
1358,EOWF,EOWF61,66.0,,,,
1359,AIKE,AIKE3A,33.0,AIKE,AIKENGALL,33,spt_
1360,BRIN,BRIN21,275.0,BRIN,BRINSWORTH,275.0,nget
1361,BRIN,BRIN21,275.0,BRIN,BRINSWORTH,400.0,nget
1362,GRIF,GRIF1S,132.0,GRIF,GRIFFIN WINDFARM (SSE),33,shet
1363,GRIF,GRIF1S,132.0,GRIF,GRIFFIN WINDFARM (SSE),132,shet
1364,MOWE,MOWE23,275.0,MOWE,MORAY EAST OFFSHORE,220,ofto
1365,MOWE,MOWE23,275.0,MOWE,MORAY EAST OFFSHORE,66,ofto
1366,ELLA,ELLA12,132.0,ELLA,ELLAND,132.0,nget
1367,ELLA,ELLA12,132.0,ELLA,ELLAND,275.0,nget
1368,MOSS,MOSS1T,132.0,MOSS,MOSSFORD,132,shet
1369,ROWD,ROWD4B,400.0,ROWD,ROWDOWN,400.0,nget
1370,WHAM,WHAM12,132.0,WHAM,WESTHAM,132.0,nget
1371,WHAM,WHAM12,132.0,WHAM,WESTHAM,400.0,nget
1372,HIGM,HIGM21,275.0,HIGM,HIGH MARNHAM,275.0,nget
1373,HIGM,HIGM21,275.0,HIGM,HIGH MARNHAM,400.0,nget
1374,ALYT,ALYT2A,275.0,ALYT,ALYTH,33,shet
1375,ALYT,ALYT2A,275.0,ALYT,ALYTH,275,shet
1376,ALYT,ALYT2A,275.0,ALYT,ALYTH,400,shet
1377,SIZE,SIZE11,132.0,SIZE,SIZEWELL,132.0,nget
1378,SIZE,SIZE11,132.0,SIZE,SIZEWELL,400.0,nget
1379,WHSO,WHSO32,33.0,WHSO,WHITSON,33.0,nget
1380,WHSO,WHSO32,33.0,WHSO,WHITSON,275.0,nget
1381,WHSO,WHSO32,33.0,WHSO,WHITSON,400.0,nget
1382,DRAX,DRAX11,132.0,DRAX,DRAX,132.0,nget
1383,DRAX,DRAX11,132.0,DRAX,DRAX,400.0,nget
1384,MUAI,MUAI3B,33.0,MUAI,MUAITHEBHEAL WIND FARM,33,shet
1385,MUAI,MUAI3B,33.0,MUAI,MUAITHEBHEAL WIND FARM,132,shet
1386,KERG,KERG1N,132.0,KERG,KERGORD,132,shet
1387,CLYN,CLYN3A,33.0,CLYN,CLYDE NORTH,275,spt_
1388,CLYN,CLYN3A,33.0,CLYN,CLYDE NORTH,33,spt_
1389,CONQ,CONQ11,132.0,CONQ,CONNAHS QUAY,132.0,nget
1390,CONQ,CONQ11,132.0,CONQ,CONNAHS QUAY,400.0,nget
1391,AIGA,AIGA1R,132.0,AIGA,AIGAS HYDRO,132,shet
1392,FOUR,FOUR71,25.0,FOUR,FOURSTONES,20.5,nget
1393,FOUR,FOUR71,25.0,FOUR,FOURSTONES,33.0,nget
1394,FOUR,FOUR71,25.0,FOUR,FOURSTONES,275.0,nget
1395,CHTE,CHTE21,275.0,CHTE,CHESTERFIELD,132.0,nget
1396,CHTE,CHTE21,275.0,CHTE,CHESTERFIELD,275.0,nget
1397,CHTE,CHTE21,275.0,CHTE,CHESTERFIELD,400.0,nget
1398,DUGR,DUGR1Q,132.0,DUGR,DUNVEGAN GRID,33,shet
1399,DUGR,DUGR1Q,132.0,DUGR,DUNVEGAN GRID,132,shet
1400,SHEE,SHEE11,132.0,SHEE,SHEERNESS,132.0,nget
1401,CONN,CONN2K,275.0,CONN,CONNAGILL,33,shet
1402,CONN,CONN2K,275.0,CONN,CONNAGILL,132,shet
1403,CONN,CONN2K,275.0,CONN,CONNAGILL,275,shet
1404,PART,PART1R,132.0,PART,PARTICK,132,spt_
1405,PART,PART1R,132.0,PART,PARTICK,33,spt_
1406,KRKN,KRKN3-,33.0,KRKN,KIRKTON,132,shet
1407,KRKN,KRKN3-,33.0,KRKN,KIRKTON ,33,shet
1408,ENEI,ENEI3-,33.0,ENEI,ENERGY ISLES WIND FARM,33,shet
1409,ENEI,ENEI3-,33.0,ENEI,ENERGY ISLES WIND FARM,132,shet
1410,LOCB,LOCB1M,132.0,LOCB,LOCH BUIDHE,33,shet
1411,LOCB,LOCB1M,132.0,LOCB,LOCH BUIDHE,132,shet
1412,LOCB,LOCB1M,132.0,LOCB,LOCH BUIDHE,275,shet
1413,LOCB,LOCB1M,132.0,LOCB,LOCH BUIDHE,400,shet
1414,MOWO,MOWO41,400.0,MOWO,MORAY WEST ONSHORE,400,ofto
1415,MOWO,MOWO41,400.0,MOWO,MORAY WEST ONSHORE,220,ofto
1416,HARM,HARM61,66.0,HARM,HARTMOOR,66.0,nget
1417,HARM,HARM61,66.0,HARM,HARTMOOR,275.0,nget
1418,REBR,REBR31,33.0,REBR,REDBRIDGE,33.0,nget
1419,REBR,REBR31,33.0,REBR,REDBRIDGE,275.0,nget
1420,SPAV,SPAV1R,132.0,SPAV,SPANGO VALLEY,132,spt_
1421,SPAV,SPAV1R,132.0,SPAV,SPANGO VALLEY,33,spt_
1422,KENN,KENN1-,132.0,KENN,KENNOXHEAD,132,spt_
1423,KENN,KENN1-,132.0,KENN,KENNOXHEAD,33,spt_
1424,HUNE,HUNE42,400.0,HUNE,HUNTERSTON EAST,400,spt_
1425,HUNE,HUNE42,400.0,HUNE,HUNTERSTON EAST,132,spt_
1426,PYLE,PYLE21,275.0,PYLE,PYLE,132.0,nget
1427,PYLE,PYLE21,275.0,PYLE,PYLE,275.0,nget
1428,THUS,THUS1J,132.0,THUS,THURSO SOUTH,33,shet
1429,THUS,THUS1J,132.0,THUS,THURSO SOUTH,132,shet
1430,THUS,THUS1J,132.0,THUS,THURSO SOUTH,275,shet
1431,ROTI,ROTI2K,275.0,ROTI,ROTHIENORMAN,33,shet
1432,ROTI,ROTI2K,275.0,ROTI,ROTHIENORMAN,132,shet
1433,ROTI,ROTI2K,275.0,ROTI,ROTHIENORMAN,275,shet
1434,ROTI,ROTI2K,275.0,ROTI,ROTHIENORMAN,400,shet
1435,onsh,onshore converter station LV,,,,,
1436,ELGI,ELGI3-,33.0,ELGI,ELGIN,33,shet
1437,ELGI,ELGI3-,33.0,ELGI,ELGIN,132,shet
1438,DUBE,DUBE4A,400.0,DUBE,DUNBEATH,33,shet
1439,DUBE,DUBE4A,400.0,DUBE,DUNBEATH,132,shet
1440,DUBE,DUBE4A,400.0,DUBE,DUNBEATH,400,shet
1441,LONO,LONO4B,400.0,LONO,LONDON ARRAY ONSHORE,400,ofto
1442,LONO,LONO4B,400.0,LONO,LONDON ARRAY ONSHORE,150,ofto
1443,HAMB,HAMB4A,400.0,HAMB,HAMBLETON,400.0,nget
1444,DUDO,DUDO12,132.0,DUDO,DUDGEON ONSHORE,132,ofto
1445,PEHG,PEHG1R,132.0,PEHG,PETERHEAD GRANGE,33,shet
1446,PEHG,PEHG1R,132.0,PEHG,PETERHEAD GRANGE,132,shet
1447,HAGR,HAGR1R,132.0,HAGR,HAGGS ROAD,132,spt_
1448,HAGR,HAGR1R,132.0,HAGR,HAGGS ROAD,33,spt_
1449,CATY,CATY1R,132.0,CATY,CARNTYNE,132,spt_
1450,CATY,CATY1R,132.0,CATY,CARNTYNE,33,spt_
1451,SEAB,SEAB41,400.0,SEAB,SEABANK,132.0,nget
1452,SEAB,SEAB41,400.0,SEAB,SEABANK,400.0,nget
1453,DUMF,DUMF3A,33.0,DUMF,DUMFRIES,132,spt_
1454,DUMF,DUMF3A,33.0,DUMF,DUMFRIES,33,spt_
1455,STOB,STOB11,132.0,STOB,STOKE BARDOLPH,132.0,nget
1456,STOB,STOB11,132.0,STOB,STOKE BARDOLPH,400.0,nget
1457,SALM,SALM6B,66.0,SALM,SALAMANDER OFFSHORE WIND FARM,132,shet
1458,KEIT,KEIT1-,132.0,KEIT,KEITH,33,shet
1459,KEIT,KEIT1-,132.0,KEIT,KEITH,132,shet
1460,KEIT,KEIT1-,132.0,KEIT,KEITH,275,shet
1461,COTT,COTT42,400.0,COTT,COTTAM,400.0,nget
1462,WBUR,WBUR12,132.0,WBUR,WEST BURTON,132.0,nget
1463,WBUR,WBUR12,132.0,WBUR,WEST BURTON,400.0,nget
1464,WNUK,WNUK3-,33.0,WNUK,WHITENEUK,132,spt_
1465,WNUK,WNUK3-,33.0,WNUK,WHITENEUK,33,spt_
1466,KILS,KILS2-,275.0,KILS,KILMARNOCK SOUTH,400,spt_
1467,KILS,KILS2-,275.0,KILS,KILMARNOCK SOUTH,275,spt_
1468,KILS,KILS2-,275.0,KILS,KILMARNOCK SOUTH,132,spt_
1469,KILS,KILS2-,275.0,KILS,KILMARNOCK SOUTH,33,spt_
1470,COYW,COYW2T,275.0,COYW,COYLTON WEST,275,spt_
1471,STRW,STRW18,132.0,STRW,STRATHY WIND,33,shet
1472,STRW,STRW18,132.0,STRW,STRATHY WIND,132,shet
1473,BUSB,BUSB2-,275.0,BUSB,BUSBY,275,spt_
1474,INKE,INKE1R,132.0,INKE,INVERKEITHING,132,spt_
1475,INKE,INKE1R,132.0,INKE,INVERKEITHING,33,spt_
1476,COYL,COYL2-,275.0,COYL,COYLTON,275,spt_
1477,COYL,COYL2-,275.0,COYL,COYLTON,132,spt_
1478,COYL,COYL2-,275.0,COYL,COYLTON,33,spt_
1479,VGWO,VGWO41,400.0,VGWO,VANGUARD WEST ONSHORE,400,ofto
1480,BLHS,BLHS2-,275.0,BLHS,BLACKHILLOCK SOUTH,275,shet
1481,DRAX,DRAX42,400.0,DRAX,DRAX,132.0,nget
